"time","outputs"
1.378,2.68010073865556 2.457074407894499 2.465496831531787 2.4735570373915
1.379,2.673726498758074 2.457074407894499 2.465496831531787 2.4735570373915
1.38,2.667597428221543 2.457074407894499 2.465496831531787 2.4735570373915
1.381,2.661719575698619 2.457074407894499 2.465496831531787 2.4735570373915
1.382,2.656098741920097 2.457074407894499 2.465496831531787 2.4735570373915
1.383,2.650740473970308 2.457074407894499 2.465496831531787 2.4735570373915
1.384,2.645650059812803 2.457074407894499 2.465496831531787 2.4735570373915
1.385,2.640832523071787 2.457074407894499 2.465496831531787 2.4735570373915
1.386,2.636292618074391 2.457074407894499 2.465496831531787 2.4735570373915
1.387,2.63203482515874 2.457074407894499 2.465496831531787 2.4735570373915
1.388,2.628063346252392 2.457074407894499 2.465496831531787 2.4735570373915
1.389,2.624382100725546 2.457074407894499 2.465496831531787 2.4735570373915
1.39,2.620994721523092 2.457074407894499 2.465496831531787 2.4735570373915
1.391,2.617904551579343 2.457074407894499 2.465496831531787 2.4735570373915
1.392,2.61511464051895 2.457074407894499 2.465496831531787 2.4735570373915
1.393,2.612627741647302 2.457074407894499 2.465496831531787 2.4735570373915
1.394,2.610446309233336 2.457074407894499 2.465496831531787 2.4735570373915
1.395,2.608572496087479 2.457074407894499 2.465496831531787 2.4735570373915
1.396,2.607008151437077 2.457074407894499 2.465496831531787 2.4735570373915
1.397,2.605754819101434 2.457074407894499 2.465496831531787 2.4735570373915
1.398,2.604813735968249 2.457074407894499 2.465496831531787 2.4735570373915
1.399,2.604185830772956 2.457074407894499 2.465496831531787 2.4735570373915
1.4,2.603871723182174 2.457074407894499 2.465496831531787 2.4735570373915
1.401,2.603871723182174 2.457074407894499 2.465496831531787 2.4735570373915
1.402,2.604185830772955 2.457074407894499 2.465496831531787 2.4735570373915
1.403,2.604813735968248 2.457074407894499 2.465496831531787 2.4735570373915
1.404,2.605754819101433 2.457074407894499 2.465496831531787 2.4735570373915
1.405,2.607008151437076 2.457074407894499 2.465496831531787 2.4735570373915
1.406,2.608572496087479 2.457074407894499 2.465496831531787 2.4735570373915
1.407,2.610446309233336 2.457074407894499 2.465496831531787 2.4735570373915
1.408,2.612627741647301 2.457074407894499 2.465496831531787 2.4735570373915
1.409,2.61511464051895 2.457074407894499 2.465496831531787 2.4735570373915
1.41,2.617904551579342 2.457074407894499 2.465496831531787 2.4735570373915
1.411,2.620994721523092 2.457074407894499 2.465496831531787 2.4735570373915
1.412,2.624382100725544 2.457074407894499 2.465496831531787 2.4735570373915
1.413,2.628063346252391 2.457074407894499 2.465496831531787 2.4735570373915
1.414,2.632034825158739 2.457074407894499 2.465496831531787 2.4735570373915
1.415,2.63629261807439 2.457074407894499 2.465496831531787 2.4735570373915
1.416,2.640832523071785 2.457074407894499 2.465496831531787 2.4735570373915
1.417,2.645650059812803 2.457074407894499 2.465496831531787 2.4735570373915
1.418,2.650740473970306 2.457074407894499 2.465496831531787 2.4735570373915
1.419,2.656098741920096 2.457074407894499 2.465496831531787 2.4735570373915
1.42,2.661719575698617 2.457074407894499 2.465496831531787 2.4735570373915
1.421,2.667597428221542 2.457074407894499 2.465496831531787 2.4735570373915
1.422,2.673726498758072 2.457074407894499 2.465496831531787 2.4735570373915
1.423,2.680100738655559 2.457074407894499 2.465496831531787 2.4735570373915
1.424,2.686713857308795 2.457074407894499 2.465496831531787 2.4735570373915
1.425,2.693559328368083 2.457074407894499 2.465496831531787 2.4735570373915
1.426,2.700630396179948 2.457074407894499 2.465496831531787 2.4735570373915
1.427,2.707920082454163 2.457074407894499 2.465496831531787 2.4735570373915
1.428,2.715421193150466 2.457074407894499 2.465496831531787 2.4735570373915
1.429,2.723126325578225 2.457074407894499 2.465496831531787 2.4735570373915
1.43,2.731027875701981 2.457074407894499 2.465496831531787 2.4735570373915
1.431,2.739118045645732 2.457074407894499 2.465496831531787 2.4735570373915
1.432,2.747388851388476 2.457074407894499 2.465496831531787 2.4735570373915
1.433,2.755832130643497 2.457074407894499 2.465496831531787 2.4735570373915
1.434,2.764439550913536 2.457074407894499 2.465496831531787 2.4735570373915
1.435,2.773202617713975 2.457074407894499 2.465496831531787 2.4735570373915
1.436,2.782112682955858 2.457074407894499 2.465496831531787 2.4735570373915
1.437,2.791160953480519 2.457074407894499 2.465496831531787 2.4735570373915
1.438,2.800338499737358 2.457074407894499 2.465496831531787 2.4735570373915
1.439,2.809636264596241 2.457074407894499 2.465496831531787 2.4735570373915
1.44,2.819045072285782 2.457074407894499 2.465496831531787 2.4735570373915
1.441,2.828555637448735 2.457074407894499 2.465496831531787 2.4735570373915
1.442,2.838158574305503 2.457074407894499 2.465496831531787 2.4735570373915
1.443,2.847844405916791 2.457074407894499 2.465496831531787 2.4735570373915
1.444,2.857603573536177 2.457074407894499 2.465496831531787 2.4735570373915
1.445,2.867426446043465 2.457074407894499 2.465496831531787 2.4735570373915
1.446,2.877303329449415 2.457074407894499 2.465496831531787 2.4735570373915
1.447,2.887224476462561 2.457074407894499 2.465496831531787 2.4735570373915
1.448,2.897180096108591 2.457074407894499 2.465496831531787 2.4735570373915
1.449,2.907160363392875 2.457074407894499 2.465496831531787 2.4735570373915
1.45,2.917155428996531 2.457074407894499 2.465496831531787 2.4735570373915
1.451,2.927155428996532 2.457074407894499 2.465496831531787 2.4735570373915
1.452,2.937150494600188 2.457074407894499 2.465496831531787 2.4735570373915
1.453,2.947130761884472 2.457074407894499 2.465496831531787 2.4735570373915
1.454,2.957086381530502 2.457074407894499 2.465496831531787 2.4735570373915
1.455,2.967007528543648 2.457074407894499 2.465496831531787 2.4735570373915
1.456,2.976884411949598 2.457074407894499 2.465496831531787 2.4735570373915
1.457,2.986707284456886 2.457074407894499 2.465496831531787 2.4735570373915
1.458,2.996466452076272 2.457074407894499 2.465496831531787 2.4735570373915
1.459,3.00615228368756 2.457074407894499 2.465496831531787 2.4735570373915
1.46,3.015755220544328 2.457074407894499 2.465496831531787 2.4735570373915
1.461,3.025265785707281 2.457074407894499 2.465496831531787 2.4735570373915
1.462,3.034674593396822 2.457074407894499 2.465496831531787 2.4735570373915
1.463,3.043972358255705 2.457074407894499 2.465496831531787 2.4735570373915
1.464,3.053149904512544 2.457074407894499 2.465496831531787 2.4735570373915
1.465,3.062198175037205 2.457074407894499 2.465496831531787 2.4735570373915
1.466,3.071108240279088 2.457074407894499 2.465496831531787 2.4735570373915
1.467,3.079871307079527 2.457074407894499 2.465496831531787 2.4735570373915
1.468,3.088478727349566 2.457074407894499 2.465496831531787 2.4735570373915
1.469,3.096922006604587 2.457074407894499 2.465496831531787 2.4735570373915
1.47,3.105192812347331 2.457074407894499 2.465496831531787 2.4735570373915
1.471,3.113282982291082 2.457074407894499 2.465496831531787 2.4735570373915
1.472,3.121184532414838 2.457074407894499 2.465496831531787 2.4735570373915
1.473,3.128889664842597 2.457074407894499 2.465496831531787 2.4735570373915
1.474,3.1363907755389 2.457074407894499 2.465496831531787 2.4735570373915
1.475,3.143680461813115 2.457074407894499 2.465496831531787 2.4735570373915
1.476,3.15075152962498 2.457074407894499 2.465496831531787 2.4735570373915
1.477,3.157597000684268 2.457074407894499 2.465496831531787 2.4735570373915
1.478,3.164210119337504 2.457074407894499 2.465496831531787 2.4735570373915
1.479,3.170584359234991 2.457074407894499 2.465496831531787 2.4735570373915
1.48,3.17671342977152 2.457074407894499 2.465496831531787 2.4735570373915
1.481,3.182591282294446 2.457074407894499 2.465496831531787 2.4735570373915
1.482,3.188212116072967 2.457074407894499 2.465496831531787 2.4735570373915
1.483,3.193570384022757 2.457074407894499 2.465496831531787 2.4735570373915
1.484,3.19866079818026 2.457074407894499 2.465496831531787 2.4735570373915
1.485,3.203478334921278 2.457074407894499 2.465496831531787 2.4735570373915
1.486,3.208018239918673 2.457074407894499 2.465496831531787 2.4735570373915
1.487,3.212276032834325 2.457074407894499 2.465496831531787 2.4735570373915
1.488,3.216247511740672 2.457074407894499 2.465496831531787 2.4735570373915
1.489,3.219928757267519 2.457074407894499 2.465496831531787 2.4735570373915
1.49,3.223316136469972 2.457074407894499 2.465496831531787 2.4735570373915
1.491,3.226406306413722 2.457074407894499 2.465496831531787 2.4735570373915
1.492,3.229196217474114 2.457074407894499 2.465496831531787 2.4735570373915
1.493,3.231683116345763 2.457074407894499 2.465496831531787 2.4735570373915
1.494,3.233864548759728 2.457074407894499 2.465496831531787 2.4735570373915
1.495,3.235738361905586 2.457074407894499 2.465496831531787 2.4735570373915
1.496,3.237302706555988 2.457074407894499 2.465496831531787 2.4735570373915
1.497,3.238556038891631 2.457074407894499 2.465496831531787 2.4735570373915
1.498,3.239497122024816 2.457074407894499 2.465496831531787 2.4735570373915
1.499,3.240125027220109 2.457074407894499 2.465496831531787 2.4735570373915
1.5,3.24043913481089 2.457074407894499 2.465496831531787 2.4735570373915
